Month,Positive,Neutral,Negative,Feature Title,Feature Description,Feature Type
1/1/2023,3172,291,1237,Interpreter can move language interpretation window,"Participants assigned to provide audio language interpretation can adjust the location of the window that provides their interpreter controls, to avoid the window obscuring chat notifications.",Meeting/webinar features
1/1/2023,3172,291,1237,Support for multiple audio input channels,"Users can enable an additional option under client Audio settings, allowing them to select multiple audio inputs.",Meeting/webinar features
1/1/2023,3172,291,1237,Support for SIP URI redirects to the Zoom desktop app,"Windows users can click on a SIP URI provided by another service, which can be opened by the Zoom desktop client and invited into the Zoom meeting automatically. This enhancement allows Windows to recognize Zoom as an app that can open SIP URIs, as well as automating the process of opening a Zoom meeting and inviting the SIP connection.",Meeting/webinar features
1/1/2023,3172,291,1237,Camera-off avatars,"Virtual avatars can be enabled and animated based on user speech, even with video disabled.",Meeting/webinar features
1/1/2023,3172,291,1237,Transfer Zoom App to local Zoom Room,"When using a Zoom App on the Zoom app, users can transfer that Zoom App to a local Zoom Room. This can only be done when using Zoom Apps outside of a meeting.",Meeting/webinar features
1/1/2023,3172,291,1237,Additional enhanced formatting for in-meeting chat,Meeting participants can react to messages with emojis and reply in threads to in-meeting chat messages.,Meeting features
1/1/2023,3172,291,1237,Continuous meeting chat,"Meeting hosts can schedule a meeting and invite contacts, which are added to both the calendar event for the meeting and the dedicated Team Chat group chat. This group chat and its messages are accessible before, during, and after the scheduled meeting. This feature must be enabled by Zoom.",Meeting features
1/1/2023,3172,291,1237,Create breakout rooms based on poll results,"When the Allow host to create breakout rooms from poll results setting is enabled, hosts can choose to create breakout rooms based on the participants’ poll answers. For example, the meeting host may want to split breakout rooms based on participants who share similar interests.",Meeting features
1/1/2023,3172,291,1237,Waiting room customization support for images,"The waiting room can support displaying a full-sized image. Images must be PNG, JPG, GIF and be 1 MB or less. Images should be a minimum of 400x200, and while higher resolutions are supported, we recommend images remain within the 2:1 ratio. Previously, hosts could display a small logo image or a video. This requires your account to have the new join flow, which is currently rolling out to customers.",Meeting features
1/1/2023,3172,291,1237,Enhanced access to participant attendance status list,"All participants in a meeting can view the participant attendance status. Previously, only the host and co-hosts could view each participants’ RSVP.",Meeting features
1/1/2023,3172,291,1237,Webinar Resources,"Webinar hosts with a Zoom Events license can provide resource links for their attendees. This provides the ability to link to external resources, such as newsletter sign-ups, learn more pages, and others. Hosts can review the interaction results after the webinar concludes through Reporting.",Webinar features
1/1/2023,3172,291,1237,Delete and rename whiteboards,Users with editor access will have the ability to delete and rename whiteboards.,Whiteboard features
1/1/2023,3172,291,1237,Additional in-meeting whiteboard features,"Zoom Whiteboard features that were currently only available in out-of-meeting whiteboards, such as additional shapes, kanban boards, templates, and comments, will now be available when in a meeting. In-meeting whiteboards will also have the same rich-text editing features available outside the meeting without the need to update the Zoom desktop client.",Whiteboard features
1/1/2023,3172,291,1237,Access to Zoom Whiteboard dashboard in a meeting,"Users have the option to view and manage whiteboards they have access to from the Zoom Whiteboard dashboard during a meeting. As long as they have the right permission and the whiteboard is not being shared yet, presenters can share the whiteboard in presentation or collaboration mode, and grant participants access to the whiteboard after the meeting.",Whiteboard features
1/1/2023,3172,291,1237,Enhancement to location services,"If admins disables a location permission for a user, SMS will be blocked for the user for that location.",Phone features
1/1/2023,3172,291,1237,Enhancement to Caller ID,"If admins prevent their users from blocking their caller ID, then users won’t see the Hide Caller ID as an option on their phones. PWA is not supported at this time.",Phone features
1/1/2023,3172,291,1237,Barge in to video engagements,Supervisors can barge in to an engagement using the Active engagements tab. They can easily switch from viewing to barging.,Contact Center features
1/1/2023,3172,291,1237,Transfer to a video queue,Agents can transfer directly to a video queue instead of having to transfer to an individual.,Contact Center features
1/1/2023,3172,291,1237,Suppress Zoom notifications,"If enabled by an admin, agents will not receive inbound Zoom Phone or Zoom Meeting notifications while they are in an active voice or video engagement.",Contact Center features
1/1/2023,3172,291,1237,Waiting Room chat for video engagements,"Supervisors can chat with consumers currently in a video Waiting Room. When an agent is assigned to the engagement, they will see the Waiting Room chat so they have context on what was discussed.",Contact Center features
1/1/2023,3172,291,1237,Click to dial,Agents can configure the Zoom desktop client with the contact center outbound voice dialer to automatically dial a phone number when the agent clicks on a number formatted with the Tel or Callto protocols.,Contact Center features
1/1/2023,3172,291,1237,Dark mode support,Zoom Contact Center interface can be viewed in dark mode when users select dark mode as their theme in client settings.,Contact Center features
12/1/2022,2472,228,913,Custom human avatars,"In addition to the animal avatars, users can create custom human avatars to be used in meetings. Customization options include numerous facial features and colors to choose from.",Meeting features
12/1/2022,2472,228,913,Additional MSI/PLIST/GPO/MDM options: Disable Webinar Resources - DisableSidecar,"Disabled by default, this option allows admins to disable the use and visibility of Webinar Resources, which provides webinar hosts with the ability to link to external resources, such as newsletter sign-ups, learn more pages, and others.",General features
12/1/2022,2472,228,913,Additional MSI/PLIST/GPO/MDM options: Download and install VDI auto-update plugin - InstallVDIAutoUpdatePlugin (MSI only),"Enabled by default, when a VDI environment is detected, the ZoomPluginAutoUpdateService.dll is installed so that VDI auto-update is available for use.",General features
12/1/2022,2472,228,913,Additional MSI/PLIST/GPO/MDM options: Support for Windows Extended Protection - EnableWinExtendProtectedAuth,"Disabled by default, this allows the client to support Windows Extended Protection with NTLM authentication.",General features
12/1/2022,2472,228,913,Additional MSI/PLIST/GPO/MDM options: Disable the notification when a cloud recording is available - NotifyCMRAvailable,"Enabled by default, this allows admins to disable the desktop client setting Show notifications when a new recording is available.",General features
12/1/2022,2472,228,913,Additional MSI/PLIST/GPO/MDM options: Set post processing of video rendering - SetVideoRenderingPostProcessing,"Set to Auto (0) by default, admins can adjust the Video Rendering Post Processing setting found under the Advanced section of the desktop client Video settings. Admins can also choose to enable (1) or disable (2) video rendering post processing.",General features
12/1/2022,2472,228,913,Additional MSI/PLIST/GPO/MDM options: Set method video capture - SetVideoCapturingMethod,"Set to Auto (0) by default, admins can adjust the Video Capturing Method setting found under the Advanced section of the desktop client Video settings. Admins can also choose Direct Show (1) or Media Foundation (2) for the capture method.",General features
12/1/2022,2472,228,913,Support for Zoom Mesh,"The Zoom client supports the use of Zoom Mesh within a local network, reducing internet bandwidth used by attendees when connecting with Zoom servers for Zoom Webinars and Events. This requires version 5.13.0 or higher.",General features
12/1/2022,2472,228,913,Additional annotation discoverability,"When viewing shared content, an additional toggle is available in the bottom-left corner of the shared content, making the annotations toolbar more easily accessible. This additional toggle for annotations is in addition to the existing entry point under View Options.",Meeting/webinar features
12/1/2022,2472,228,913,Speaker attributions for live automated captions,"When viewing automated captions in a live meeting or webinar, captions will include the speaker’s profile picture as part of captions, to make it easier to understand who is currently speaking. If the user has no profile picture, their initials will be displayed instead. Their full name is provided when viewing the full transcript. Previously, there was no speaker attribution in the displayed captions. This also includes other minor caption enhancements to better support multiple speakers.",Meeting/webinar features
12/1/2022,2472,228,913,Temporarily disable automated captions,Hosts can disable automated captioning during a live meeting or webinar. This can be useful when the host forgets to disable captions from the web settings and wants to disable them for a meeting. Participants will be notified that captions are disabled by the host and the Show Captions button is no longer available in the control toolbar for everyone except the host.,Meeting/webinar features
12/1/2022,2472,228,913,"Meeting and webinar countdown timer - Windows, macOS, Linux","Meeting participants and webinar panelists can choose to display how much time is left in a scheduled session. This timer is based on the scheduled duration and changes to a warming gold color after reaching 5 minutes remaining. Previously, participants could only choose to view the current duration of the meeting.",Meeting/webinar features
12/1/2022,2472,228,913,Slide control enhancement for persistent assignments,"Participants assigned slide control during a meeting or webinar session will continue to have slide control, even after sharing is stopped and restarted. Previously, slide control assignments were reset when sharing was stopped.",Meeting/webinar features
12/1/2022,2472,228,913,Dimmed video if flashing images or patterns detected,Users can enable an option under Accessibility settings that allows the Zoom app to detect flashing images or patterns and automatically dim the video in a meeting or webinar.,Meeting/webinar features
12/1/2022,2472,228,913,Support for Q&A in meetings,"Hosts can enable the Q&A feature in meetings to allow participants to ask questions, which can be viewed by all, but only answered by the host and co-host. Questions can be submitted anonymously, and responses can be sent publicly for all to see or privately to just the sender. Hosts can also mark submitted questions as something that will be answered live, so participants are aware and can expect their answer to follow soon. This is currently only available for standard Business, Zoom One Business, Zoom One Business Plus, Zoom One Enterprise, and Zoom One Enterprise Plus accounts, with standard Enterprise accounts currently scheduled to follow on January 7, 2023.",Meeting features
12/1/2022,2472,228,913,Creation and editing of polls directly in a meeting,"Hosts and co-hosts can create and edit polls during a meeting. Previously, creating and editing a poll launched the web portal, for changes to be made there. For MacOS users, this feature requires macOS version 10.12 or higher.",Meeting features
12/1/2022,2472,228,913,Animated meeting reactions,"Reactions shown in each video tile can be animated to draw greater attention. These animations are controlled through client settings, as well controlled by admins at the Account level settings.",Meeting features
12/1/2022,2472,228,913,Enhanced broadcasting notification,"When the host begins broadcasting their voice to all open breakout rooms, indicators that they are currently live are more prominent and clear. This includes the breakout rooms window where the host initiates the broadcast, as well as the broadcasting notification in the top-left corner of the video window.",Meeting features
12/1/2022,2472,228,913,Enhanced join flow,The process of joining a meeting is enhanced to combine the Please wait for the host to start this meeting window and the Waiting Room window together. This new join flow requires version 5.12.0 or higher and is only available for meetings hosted by Free & Single-User accounts initially. This will be available for additional paid account types in mid-January 2023.,Meeting features
12/1/2022,2472,228,913,Schedule meeting with chat and channel members,"Users can schedule meetings with members of a chat channel directly from Team Chat. When successfully scheduled, the meeting is added to your calendars, provides a notification with the option to copy the invitation, and also appears as a meeting card in the chat. This feature requires all chat members to have their calendars integrated with Zoom, and currently supports Google Calendar and Office 365 (OAuth 2.0). This setting is available at the account and group levels.",Team Chat features
12/1/2022,2472,228,913,Mention groups,"The chat channel owner or admins can create custom mention groups of users, which are all tagged when that group is @ mentioned. Up to 100 members can be assigned to a mention group, with members able to leave the group at any time. Channels support up to 10 different mention groups, but group mentions only work in the channel they were created in.",Team Chat features
12/1/2022,2472,228,913,Delete messages in channels you own/admin,"Channel owners and other designated admins can delete messages sent by other users in that channel. Previously, messages could only be deleted by the sender themselves.",Team Chat features
12/1/2022,2472,228,913,Configurable text compose box shortcuts,"The toolbar of shortcuts at the bottom of the chat compose box can be customized both in terms of the order of icons as well as which options are currently visible. Customizations affect the main chat compose box for the chat group/channel, as well as the chat compose box as a reply to a message. Since the visibility of voice messages, video messages, and code snippet options can be controlled here, the corresponding options on the Team Chat tab of client settings are removed.",Team Chat features
12/1/2022,2472,228,913,Updated chat notification settings,"Settings for controlling chat notifications are updated for clarity and ease of use. These updates affect the Team Chat tab of the client settings, the channel info panel, and the more menu for each channel in the chat sidebar.",Team Chat features
12/1/2022,2472,228,913,Search for SMS messages,"The Search bar supports searching SMS messages you have sent and received. Additional search filters are also available for SMS messages. Narrow your search down to specific phone numbers or conversations with the From and Search in filters, while the Type filter can narrow the search to SMS messages only. This feature will be enabled for current customers, but must be enabled by Zoom for any new customers.",Team Chat features
12/1/2022,2472,228,913,Enhanced GIF control,"When viewing a sent GIF image in a chat or channel, there will be the option to pause/play the GIF.",Team Chat features
12/1/2022,2472,228,913,Increased member limit for public channels to 50k,"The limit of members in a public Team Chat channel can be increased to 50,000 per channel. Currently, the limit is 15,000 per channel. This feature must be enabled by Zoom and your account must be provisioned in the US01 cluster.",Team Chat features
12/1/2022,2472,228,913,Spell check for Mail Client,The Zoom Mail Client can utilize the system’s built-in spell checking functionality to check emails you draft in the client.,Zoom Mail and Calendar
12/1/2022,2472,228,913,Support for more than 1000 imported contacts,"When contacts are uploaded by admins, these contacts are found by using the search bar or phone dialer. Searching contacts supports as many contacts as were uploaded. Previously, only up to 1000 imported contacts were searchable.",Phone features
12/1/2022,2472,228,913,Display end-of-call experience feedback survey,"Account owners and admins can display a thumbs up/down survey at the end of each call. If participants respond with thumbs down, they can provide additional information about what went wrong. This feature must be enabled by Zoom.",Phone features
12/1/2022,2472,228,913,Show variables in active engagements,"When configuring variables, account owners and admins can enable an option to display the variable in the Zoom desktop client. If enabled, the variable will display in the inbound notification and the Profile or Engagement tab during active engagements. This feature must be enabled by Zoom.",Contact Center features
12/1/2022,2472,228,913,Enhancements to engagement sidebar,"If the agent was invited to an engagement through transfer or conference, it will appear in the Conference section while the engagement is being handled by the assigned agent. Previously, all active engagements appeared in the Active section for invitees.",Contact Center features
12/1/2022,2472,228,913,Invite another user to a video engagement,Agents can invite another contact center user to the active video engagement.,Contact Center features
12/1/2022,2472,228,913,Monitor video engagements,"Supervisors can use the Active engagements tab to view active video engagements. When viewing a video engagement, all other parties in the video engagement will not be aware the supervisor is viewing.",Contact Center features
12/1/2022,2472,228,913,Change agents status,Supervisors can manually change the status of an agent and add a Not Ready reason by using the Teams page in the Zoom desktop client. Agents will receive a notification when their status is changed by a supervisor.,Contact Center features
12/1/2022,2472,228,913,Enhancements to engagement information in Zoom desktop client,There are several enhancements to engagement information displayed in the Zoom desktop client: Agents can view additional details of global custom variables displayed during an engagement. Custom global variables are now displayed in a dedicated section of the engagement tab. Agents can click URLs to launch them in a web browser if the URL link is provided in a variable.,Contact Center features
12/1/2022,2472,228,913,Hold/un-hold support for USB HID headsets,Agents can use supported USB HID headset to hold or un-hold voice engagements.,Contact Center features
12/1/2022,2472,228,913,Display caller ID name for inbound voice calls,"Agents will see the calling party’s caller ID name when receiving an inbound voice engagement or when another agent transfers a voice engagement to them. If the calling party doesn’t have a caller ID name, the matching address book entry will display.",Contact Center features
12/1/2022,2472,228,913,Transfer to flow,Agents can transfer a voice engagement to a flow so that the consumer can be provided with a flow experience before reaching another queue or agent.,Contact Center features
12/1/2022,2472,228,913,Invite another user to a voice engagement,"Agents can invite another user to the active voice engagement using Warm Conference. The user can be a Zoom Contact Center user or queue, Zoom Phone user, or external phone number. There can be a maximum of 10 participants in an active voice engagement.",Contact Center features
12/1/2022,2472,228,913,Barge or listen in on voice conference,Supervisors can barge or listen in on an active voice conference engagement. The assigned agent will be notified that the supervisor is barging or listening in on the engagement.,Contact Center features
12/1/2022,2472,228,913,View flow history,Supervisors can use the Active engagements table to see the relevant flows that engagements have been routed through.,Contact Center features
11/1/2022,2994,284,1146,Enterprise Auto Update policies,"Zoom’s Enterprise Auto Update policies allow system administrators the ability to keep managed desktop client installations up to date in accordance with their own policies and preferences. These policies will afford administrators granular control over desktop client auto-update behavior and UI, giving them the ability to tailor the experience at a group level to meet the needs of a wide variety of user cohorts. The following policies are available with MSI, GPO, and PLIST deployments with version 5.10.6 or higher, as well as with Zoom Device Management (ZDM): AU2_EnableAutoUpdate, AU2_SetUpdateChannel, AU2_EnableShowZoomUpdates, AU2_EnableUpdateAvailableBanner, AU2_EnablePromptUpdateForAU2, AU2_EnableUpdateSuccessNotification, AU2_EnableManualUpdate, AU2_DeploySpecificVersion, AU2_SetUpdateSchedule, AU2_InstallAtIdleTime, AU2_SafeUpgradePeriod.",General features
11/1/2022,2994,284,1146,Enhancements to Closed Captioning notifications,"When a participant enables closed captioning, they are prompted to select the speaking language that will be used in the meeting which will be applied for everyone. When the spoken language is changed, the participant will be asked to confirm speaking language before it is changed. The host and any user who has captions on are notified if speaking languages are changed. This requires desktop version 5.12.9 or higher.",Meeting
11/1/2022,2994,284,1146,Enhancements to Translated Captioning notifications,"When a participant enables translated captions, they are prompted to select their speaking language (the language they will be speaking) and their translation language (the language in which they want to view closed captions). Additionally, all other participants in the meeting are prompted to select their speaking language, so that any participant who has translated captioning enabled can view captions accurately in their preferred language. This will not automatically turn on captions and translation for everyone; users must select speaking and translation languages in order to enable and view captions. This requires desktop version 5.12.9 or higher.",Meeting
11/1/2022,2994,284,1146,Introducing: Zoom Mail and Calendar Clients,"Email and calendaring are centralized along with Meetings, Phone, and Team Chat when your email and calendar account is integrated with Zoom. The Zoom Mail Client allows users to access, manage, compose, and respond to emails directly from the Zoom desktop client. Integrating a calendar service allows users to schedule new meetings directly in their calendar with an associated Zoom meeting, check who has responded to the invite, and more easily join meetings on their calendar. Currently, Zoom supports the Zoom Mail Service, Google, and Office 365 for integrating with the client.",Zoom Mail and Calendar
11/1/2022,2994,284,1146,Introducing: Zoom Mail and Calendar Service (Beta),"The Zoom Mail Service works seamlessly with Meetings, Phone and Team Chat, bringing all of your important communications and scheduling activities together, with the security of end-to-end encryption for emails sent directly between active Zoom Mail Service users. This is currently available for Zoom One Pro or Standard Pro accounts in the US or Canada. The Mail and Calendar Services use the Mail and Calendar Clients for the desktop app.",Zoom Mail and Calendar
11/1/2022,2994,284,1146,Dutch language support,"The Zoom client now supports Dutch. By default, Zoom will match the operating system’s language if supported and users can manually select a language of their choice.",General features
11/1/2022,2994,284,1146,Support for RelayState with SSO authentication,"Zoom SSO authentication protocols have been enhanced to provide the ability for deep linking within SSO responses, ensuring users are authenticated before joining a meeting or viewing a cloud recording, as well as automatically authenticating on the client when launching the application. This feature must be enabled by Zoom.",General features
11/1/2022,2994,284,1146,Reorder desktop client tabs,"Desktop client users can adjust the order of product tabs on the desktop client, prioritizing the products they use the most. This can be done by dragging-and-dropping the tabs directly, or under the General tab of the client settings.",General features
11/1/2022,2994,284,1146,Screen share preview,"When starting a share session, the sharer can hover their mouse near the floating toolbar and view a preview of the shared content other participants are seeing on their devices. This feature will not be immediately available, as it is dependent on a backend update currently scheduled for November 9, 2022.",Meeting/webinar features
11/1/2022,2994,284,1146,Enhanced participants list for multi-device users,"When a user pairs the Zoom desktop or mobile app with a local Zoom Room or Zoom for Home device and joins a meeting or webinar, the Participants list will display these redundant attendees grouped and nested to better convey these associations between users and devices.",Meeting/webinar features
11/1/2022,2994,284,1146,Enhanced formatting for in-meeting chat,"In-meeting chat is being enhanced to support more advanced forms of messaging, including in-line image previews, rich text formatting, screenshots, and message quoting. Messages can also be deleted after being sent.",Meeting features
11/1/2022,2994,284,1146,Support for up to 1000 participants in E2EE Meetings,"End-to-end encrypted meetings can support up to 1000 total participants. Previously, the maximum was 200 participants. Large Meeting add-on requirements still apply.",Meeting features
11/1/2022,2994,284,1146,Pair with Zoom Room and transfer a live meeting,"Pairing with a Zoom Room can also be initiated within the Zoom meeting window, facilitating easier transferring of that meeting to the local Zoom Room. Previously, you had to pair with a Zoom Room outside of an active meeting, before being able to transfer. This requires Zoom Room version 5.12.6 or higher.",Meeting features
11/1/2022,2994,284,1146,Enhanced Whiteboard menu,"The in-meeting menus have been updated, to more closely match the menus in the out-of-meeting whiteboard experience. This includes an improved right-click menu, additional editing options for shapes, and a zoom menu on mobile.",Whiteboard features
11/1/2022,2994,284,1146,Additional shapes,"Additional shapes are available for Whiteboard including more basic shapes, flowchart symbols, UML symbols, and equations.",Whiteboard features
11/1/2022,2994,284,1146,Follow along with presenter,"When collaborating on a Whiteboard during a live meeting, participants can request to follow a specific editor or request all others to follow them. When following, your view of the canvas is tied to their view of the canvas.",Whiteboard features
11/1/2022,2994,284,1146,Rich-text options for text objects,"In-meeting created text objects, sticky notes, and shapes can be more finely formatted with additional rich-text options, including bold, italics, underline, font size, bulleted and numbered lists, and more.",Whiteboard features
11/1/2022,2994,284,1146,Multiple admins for a chat channel,Channel owners can designate up to 50 admins to help manage a chat channel.,Team Chat features
11/1/2022,2994,284,1146,Support for messages only visible to you,Some messages sent by Zoom Apps in Team Chat are marked Only visible to you. These messages are only visible to the specific user who triggered the actions because they are user-specific and not suitable for the wider audience.,Team Chat features
11/1/2022,2994,284,1146,Scheduling a meeting through Zoom Team Chat,"Zoom Team Chat users can schedule meetings directly within a chat channel, which will automatically invite all members of that chat channel to the resulting calendar event. This feature currently only supports the Contacts and Calendar integration with Google and requires version 5.11.3 or higher.",Team Chat features
11/1/2022,2994,284,1146,Virtual background and touch up appearance support for Video Messaging,"When sending a Video Message in Zoom Chat, the user’s previously selected virtual background and their touch up setting are applied to the video. An option to open virtual background and filter settings is provided for quick access. This feature is available for all accounts, and no longer must be enabled by Zoom. The device must support the virtual background type you want to utilize.",Team Chat features
11/1/2022,2994,284,1146,Get Started section for new Team Chat users,New users interacting with Team Chat for the first time are provided with a getting started guide to help them onboard with using Zoom Team Chat more efficiently.,Team Chat features
11/1/2022,2994,284,1146,Chat notifications for missed calls,"With the power pack license, receptionists can quickly send a chat message to a recipient that missed a call. The receptionist can enable a setting to determine if the note happens during or after a call. If leaving a phone number in the note, it can be clicked to be dialed directly from the chat.",Phone features
11/1/2022,2994,284,1146,View and edit address book,"Agents can access and navigate the address book from the Zoom desktop client. They can also initiate outbound engagements from address book contacts, and edit contact attributes for active/closed engagements.",Contact Center features
11/1/2022,2994,284,1146,Mirror video,Agents and consumers can mirror their video during a video engagement.,Contact Center features
11/1/2022,2994,284,1146,Release engagements back to queue,Agents or supervisors in an active manually routed voice or video engagement can release engagement back to the queue if needed.,Contact Center features
11/1/2022,2994,284,1146,Enhancement to voice call transferring,"When supervisors or agents transfer a voice call to another contact center user, they will be notified if the user is available. If the user isn’t available, they can transfer to a voicemail inbox accessible by the user (if applicable).",Contact Center features
11/1/2022,2994,284,1146,Support for USB headsets,"Supervisors and agents can use supported USB headsets to mute/unmute, accept, or adjust the volume during video engagements.",Contact Center features
11/1/2022,2994,284,1146,SMS from voice engagement,Agents or supervisors can click SMS in the Profile tab to easily start a new SMS engagement while in an active voice engagement.,Contact Center features
9/1/2022,2972,249,956,Profile Card enhancements,"Profile cards have been visually enhanced to better convey information about users and contacts. Work location (Office or Remote), location, and local time are spaced properly, even when fewer of those items are provided by the user. The location field supports hyperlinks. The email address field on the Contact tab of the Profile Card now displays a copy to clipboard button on hover. A reminder that profile cards can be viewed in meetings. You can also see them in Zoom Team Chat by hovering over a user’s profile photo or @ mention name.",General features
9/1/2022,2972,249,956,Support for Zoom Workspace Reservation,"Reserving desks or workspaces can be done directly in the Zoom desktop client and mobile app, in addition to the web portal and Zoom Rooms. This is available directly in the mobile app, while the desktop client utilizes the Workspace Reservation Zoom App, which is accessed through the Apps tab of the desktop client. The Workspace Reservation Zoom App must be approved for use by an admin before it can be installed and used.",General features
9/1/2022,2972,249,956,Additional MSI/PLIST/GPO/MDM options: Preset use of hide self view in meetings - HideSelfView,"Disabled by default, this option controls the use of the Hide Self View option. This option is currently available during meetings and webinars, but will include an additional out-of-meeting option in the client video settings.",General features
9/1/2022,2972,249,956,Additional MSI/PLIST/GPO/MDM options: User different proxy pre-detection method - PreproxyDetectPolicy,"This option controls the use of an admin-defined proxy pre-detection method, which can be faster for some PAC cases. If this option is not defined, the default Zoom proxy detection is used.",General features
9/1/2022,2972,249,956,Additional MSI/PLIST/GPO/MDM options: Allow older version to be installed - AllowDowngrade,"With this option enabled, a user or admin can bypass the default prevention of installing an older version of the desktop client. This is currently only supported on MSI deployments (with support for GPO coming soon)",General features
9/1/2022,2972,249,956,Sign language interpretation,"Meeting hosts can assign participants as sign language interpreters, interpreting one language into sign language in real-time. The host can assign interpreters when scheduling or during the meeting. These interpreters are displayed in a dedicated window, which can be repositioned and resized by the attendee choosing to view sign language interpretation. This requires version 5.11.3 or higher for desktop and 5.12.0 or higher for mobile. The host must be a Licensed user on a Business, Education, or Enterprise account, or Pro account with the Zoom Webinars add-on plan.",Meeting/webinar features
9/1/2022,2972,249,956,Decline meeting invitation with message,"When the host of an active meeting invites a contact directly to join, the invitee can send a message when declining the invite, to provide context around the reason for declining. Some preset responses are provided by Zoom, but custom text can be used as well. The message will appear as a chat message in Zoom Team Chat for the person requesting you join.",Meeting/webinar features
9/1/2022,2972,249,956,Enhanced in-meeting audio controls,"The desktop client settings for original sound, noise suppression, and other advanced audio controls have been updated to be clearer and easier to use. The in-meeting original sound toggle has been also enhanced to indicate the current status and effect when the toggle is clicked.",Meeting/webinar features
9/1/2022,2972,249,956,Enhanced Self-view and Non-video participants controls,"The Hide Self View option in client settings is persistent across meetings, reducing the need to be set each meeting. Additionally, the Hide Self View and Hide Non-Video Participants options are included in the in-meeting View controls, for easier access.",Meeting/webinar features
9/1/2022,2972,249,956,Schedule recurring meetings,"Users can schedule a recurring meeting from the desktop client, setting a specific recurrence pattern, just as they can in the scheduler in the web portal. This feature will not be immediately available for all users, as it is rolling out over time.",Meeting features
9/1/2022,2972,249,956,Rich-text options for text and shapes,"Text objects, sticky notes, and shapes can be more finely formatted with additional rich-text options, including bold, italics, underline, font size, bulleted and numbered lists, and more.",Whiteboard features
9/1/2022,2972,249,956,Set reminders for messages,"Zoom Team Chat users can improve their efficiency and responsiveness by setting configurable reminders for any Zoom Team Chat message. All messages with a reminder are easily accessible in a dedicated Reminders section at the top of the left Zoom Team Chat panel, joining the Mentions, Missed Calls, Bookmarks, and other sections. This can also be configured to not be displayed with the other options through client settings. This requires version 5.12.0 or higher.",Chat features
9/1/2022,2972,249,956,Virtual background and touch up appearance support for Video Messaging,"When sending a Video Message in Zoom Chat, the user’s previously selected virtual background and their touch up setting are applied to the video. An option to open virtual background and filter settings is provided for quick access. This feature must be enabled by Zoom and the device must support the virtual background type you want to utilize.",Chat features
9/1/2022,2972,249,956,Restrict who can add channel members,"When updating or editing a chat channel, the channel admin can choose to allow anyone in the channel to add new members, or they can restrict this ability to only channel owners and admins. If external users are allowed in the channel, they can also select which user types are allowed to add external members to the channel.",Chat features
9/1/2022,2972,249,956,Additional keyboard shortcuts for Zoom Team Chat,"To assist users with screen readers, several keyboard shortcuts are added to quickly bring the screen focus to commonly used areas of chat, including switching to the chat list, jumping to the most recent message, jumping to start of unread messages, and adding members to chat or channel.",Chat features
9/1/2022,2972,249,956,Request private channel access from channel and message links,"When a link to a private channel or message in a private channel is shared with a user that is not currently a member of that private channel, they can request access to join. The channel admin receives the request in that channel, and if approved, the requestor is notified of the approval.",Chat features
9/1/2022,2972,249,956,Enhanced link previews for chat message and channel links,"When a Zoom Team Chat message or channel is deeplinked in chat, the preview will provide additional information. Deeplinks to public channels provide channel type, name, and description info. Deeplinks to messages in public channels provide original sender name, date/time, and a short snippet of the message. Deeplinks to private channels and messages within are only provided if the user is already a member of that private channel.",Chat features
9/1/2022,2972,249,956,Add chatbots and chat apps to folders,"Chatbots and Zoom Chat apps from the marketplace can be sorted into chat folders. Previously, only chat contacts, group chats, and chat channels could be assigned to a folder. This must be enabled by Zoom.",Chat features
9/1/2022,2972,249,956,Video mail/video greeting virtual background,"If the feature is enabled by their admins, users can record a video greeting or video mail using a virtual background. The custom and Zoom-provided virtual backgrounds will be available for use, although custom backgrounds can only be uploaded via the web portal.",Phone features
9/1/2022,2972,249,956,Make outbound calls in Not Ready status,"Supervisors or agents can make outbound voice calls while in the Ready or Not Ready status. As a result, they will receive inbound engagement notifications while in the outbound call. Previously, they could only make outbound calls while in the Not Ready status.",Contact Center features
9/1/2022,2972,249,956,Upgrade voice or SMS to video,Account owners and admins can allow agents to upgrade an active voice or SMS engagement to video engagement.,Contact Center features
9/1/2022,2972,249,956,Launching a URL during inbound calls,Admins can change user settings to automatically launch a URL when they receive a voice call. They can also insert parameters to pass details about the consumer. This feature must be enabled by Zoom.,Contact Center features
9/1/2022,2972,249,956,Specify skills when transferring,"When agents transfer an engagement to a queue that contains an agent routing profile, they can specify the inputs required by the agent routing profile.",Contact Center features
9/1/2022,2972,249,956,Agent avatar in transfer window (voice),"When transferring a voice engagement, agents can see other agents’ contact center avatars. Agents’ contact center avatars are separate from their Zoom profile pictures and can be customized by admins.",Contact Center features
9/1/2022,2972,249,956,Enhancements to viewing recordings,"There are several enhancements to make it easier for admins, supervisors, and agents to view engagements that contain multiple recordings.",Contact Center features
9/1/2022,2972,249,956,Enhancements to internal calling from Zoom Contact Center to Zoom Phone,"When supervisors or agents make outbound calls or transfer calls to Zoom Phone users, the search results will display users’ profile pictures and presence statuses.",Contact Center features
8/1/2022,4256,332,1089,Enhanced access to cloud recordings,"Cloud recordings can be more easily accessed and shared from the desktop client. Additionally, a notification will appear when a recording is finished processing.",General features
